13,1812500.000000000000,Hispanic,F
14,12500.0000000000000000,Hispanic,F
15,282903.000000000000,Hispanic,F
16,32500.000000000000,Hispanic,F
17,68666.666666666667,Hispanic,F
18,40000.000000000000,Hispanic,F
22,72500.000000000000,Hispanic,F
25,20000.000000000000,Hispanic,F
27,232500.000000000000,Hispanic,F
31,388000.000000000000,Hispanic,F
1,27500.000000000000,Hispanic,M
2,57093.750000000000,Hispanic,M
3,441262.470588235294,Hispanic,M
4,191070.714285714286,Hispanic,M
5,57600.062500000000,Hispanic,M
6,123026.916666666667,Hispanic,M
7,118954.750000000000,Hispanic,M
8,344668.631578947368,Hispanic,M
9,115915.800000000000,Hispanic,M
10,64177.200000000000,Hispanic,M
11,118309.400000000000,Hispanic,M
12,161349.375000000000,Hispanic,M
13,291417.000000000000,Hispanic,M
14,418484.375000000000,Hispanic,M
15,225564.250000000000,Hispanic,M
16,443045.083333333333,Hispanic,M
17,103089.700000000000,Hispanic,M
18,142752.833333333333,Hispanic,M
19,1742944.444444444444,Hispanic,M
20,144693.588235294118,Hispanic,M
21,210541.666666666667,Hispanic,M
22,382655.666666666667,Hispanic,M
23,791490.000000000000,Hispanic,M
24,136236.500000000000,Hispanic,M
25,230166.666666666667,Hispanic,M
26,1736669.666666666667,Hispanic,M
27,117000.000000000000,Hispanic,M
28,97999.000000000000,Hispanic,M
29,926968.750000000000,Hispanic,M
30,253329.800000000000,Hispanic,M
31,78000.000000000000,Hispanic,M
32,115333.000000000000,Hispanic,M
33,103467.666666666667,Hispanic,M
34,178348.333333333333,Hispanic,M
35,219900.000000000000,Hispanic,M
36,651202.000000000000,Hispanic,M
37,484921.400000000000,Hispanic,M
39,4702258.000000000000,Hispanic,M
40,479247.750000000000,Hispanic,M
41,134644.250000000000,Hispanic,M
42,5147809.000000000000,Hispanic,M
44,4000.0000000000000000,Hispanic,M
45,50250.000000000000,Hispanic,M
46,1670041.333333333333,Hispanic,M
47,63503.000000000000,Hispanic,M
48,1177000.000000000000,Hispanic,M
49,10358122.000000000000,Hispanic,M
50,42142.000000000000,Hispanic,M
52,105575.250000000000,Hispanic,M
54,619923.750000000000,Hispanic,M
56,61125.000000000000,Hispanic,M
58,201000.000000000000,Hispanic,M
59,36000.000000000000,Hispanic,M
62,234916.666666666667,Hispanic,M
72,15000.0000000000000000,Hispanic,M
75,75558.000000000000,Hispanic,M
80,6551500.000000000000,Hispanic,M
83,40000.000000000000,Hispanic,M
93,750000.000000000000,Hispanic,M
6,100000.000000000000,Native American/Alaskan Native,F
5,143500.000000000000,Native American/Alaskan Native,M
10,22493.000000000000,Native American/Alaskan Native,M
11,63750.000000000000,Native American/Alaskan Native,M
15,8500.0000000000000000,Native American/Alaskan Native,M
27,30000.000000000000,Native American/Alaskan Native,M
59,80000.000000000000,Native American/Alaskan Native,M
1,70009.250000000000,White,F
2,73583.166666666667,White,F
3,2770248.600000000000,White,F
4,177357.285714285714,White,F
5,89764.666666666667,White,F
6,77000.000000000000,White,F
7,245831.666666666667,White,F
8,212156.333333333333,White,F
9,308286.500000000000,White,F
10,502505.500000000000,White,F
11,712571.428571428571,White,F
12,152857.666666666667,White,F
13,5000.0000000000000000,White,F
14,566200.000000000000,White,F
15,25375.000000000000,White,F
16,21250.000000000000,White,F
17,447646.000000000000,White,F
18,5000.0000000000000000,White,F
19,173000.000000000000,White,F
20,25500.000000000000,White,F
21,634283.666666666667,White,F
22,50000.000000000000,White,F
23,1757423.500000000000,White,F
24,9500.0000000000000000,White,F
25,28750.000000000000,White,F
26,92000.000000000000,White,F
27,99990.000000000000,White,F
28,325000.000000000000,White,F
29,40000.000000000000,White,F
30,4401000.000000000000,White,F
31,40998.000000000000,White,F
32,959000.000000000000,White,F
33,75000.000000000000,White,F
38,45000.000000000000,White,F
1,969863.421052631579,White,M
2,2013038.541666666667,White,M
3,1109074.000000000000,White,M
4,1439865.527777777778,White,M
5,997720.407407407407,White,M
6,2507205.787878787879,White,M
7,199020.020408163265,White,M
8,151315.844444444444,White,M
9,114523.229166666667,White,M
10,179310.560975609756,White,M
11,405088.203703703704,White,M
12,107481.245901639344,White,M
13,656264.465116279070,White,M
14,236620.659090909091,White,M
15,442198.690476190476,White,M
16,285524.424242424242,White,M
17,558312.275000000000,White,M
18,676870.463414634146,White,M
19,244201.730769230769,White,M
20,408271.850000000000,White,M
21,1193010.052631578947,White,M
22,303285.615384615385,White,M
23,224314.675675675676,White,M
24,84981.545454545455,White,M
25,482575.103448275862,White,M
26,1184119.642857142857,White,M
27,150895.809523809524,White,M
28,240070.500000000000,White,M
29,1081510.727272727273,White,M
30,172635.944444444444,White,M
31,373914.368421052632,White,M
32,195272.636363636364,White,M
33,174633.266666666667,White,M
34,172729.250000000000,White,M
35,524500.000000000000,White,M
36,268743.666666666667,White,M
37,695687.181818181818,White,M
38,44916.833333333333,White,M
39,235129.142857142857,White,M
40,275629.000000000000,White,M
41,94792.714285714286,White,M
42,148700.000000000000,White,M
43,571227.333333333333,White,M
44,953035.714285714286,White,M
45,3490028.400000000000,White,M
46,264000.000000000000,White,M
47,247277.777777777778,White,M
48,672350.125000000000,White,M
49,2311751.555555555556,White,M
50,55613.333333333333,White,M
51,182200.000000000000,White,M
53,157039.000000000000,White,M
54,357315.000000000000,White,M
55,72000.000000000000,White,M
56,170865.000000000000,White,M
57,253350.750000000000,White,M
58,201000.000000000000,White,M
59,117500.000000000000,White,M
60,13928.600000000000,White,M
61,314839.500000000000,White,M
62,7500.0000000000000000,White,M
65,145833.333333333333,White,M
66,1843840.000000000000,White,M
67,91500.000000000000,White,M
68,518748.000000000000,White,M
69,3734372.666666666667,White,M
70,156281.250000000000,White,M
71,82000.000000000000,White,M
72,65000.000000000000,White,M
73,1500000.000000000000,White,M
74,99000.000000000000,White,M
75,57500.000000000000,White,M
78,670000.000000000000,White,M
80,315000.000000000000,White,M
85,69693.000000000000,White,M
88,100000.000000000000,White,M
89,346001.000000000000,White,M
90,75000.000000000000,White,M
91,2500.0000000000000000,White,M
96,40000.000000000000,White,M
100,55000.000000000000,White,M
104,875000.000000000000,White,M
114,40500.000000000000,White,M
117,70000.000000000000,White,M
125,121000.000000000000,White,M
175,1144999.000000000000,White,M
