1,35001.500000000000,Asian/Pacific,F
3,60000.000000000000,Asian/Pacific,F
4,25000.000000000000,Asian/Pacific,F
1,16833.333333333333,Asian/Pacific,M
2,1300000.000000000000,Asian/Pacific,M
3,191000.000000000000,Asian/Pacific,M
4,92000.250000000000,Asian/Pacific,M
5,436320.666666666667,Asian/Pacific,M
6,57333.333333333333,Asian/Pacific,M
7,59000.000000000000,Asian/Pacific,M
8,100166.666666666667,Asian/Pacific,M
9,56071.428571428571,Asian/Pacific,M
11,67500.000000000000,Asian/Pacific,M
12,30000.000000000000,Asian/Pacific,M
13,40000.000000000000,Asian/Pacific,M
14,20500.000000000000,Asian/Pacific,M
15,35000.000000000000,Asian/Pacific,M
16,50333.333333333333,Asian/Pacific,M
17,82804.000000000000,Asian/Pacific,M
18,168750.000000000000,Asian/Pacific,M
19,120824.000000000000,Asian/Pacific,M
20,2605678.500000000000,Asian/Pacific,M
23,75975.000000000000,Asian/Pacific,M
25,20000.000000000000,Asian/Pacific,M
26,10000.0000000000000000,Asian/Pacific,M
28,102500.000000000000,Asian/Pacific,M
33,95000.000000000000,Asian/Pacific,M
47,30000.000000000000,Asian/Pacific,M
55,15000.0000000000000000,Asian/Pacific,M
60,133000.000000000000,Asian/Pacific,M
82,37198.000000000000,Asian/Pacific,M
2,2494999.500000000000,Black,F
3,1770000.000000000000,Black,F
4,37500.000000000000,Black,F
5,119800.000000000000,Black,F
6,18000.000000000000,Black,F
7,2661142.857142857143,Black,F
8,5013833.333333333333,Black,F
9,17000.0000000000000000,Black,F
10,7000.0000000000000000,Black,F
11,55000.000000000000,Black,F
12,290000.000000000000,Black,F
13,52250.000000000000,Black,F
14,445000.500000000000,Black,F
15,24830.000000000000,Black,F
16,1500.0000000000000000,Black,F
17,63833.333333333333,Black,F
18,16000.0000000000000000,Black,F
19,20000.000000000000,Black,F
20,69500.000000000000,Black,F
21,20000.000000000000,Black,F
22,25000.000000000000,Black,F
23,15000000.000000000000,Black,F
28,35500.000000000000,Black,F
29,100000.000000000000,Black,F
34,15020000.000000000000,Black,F
37,15000000.000000000000,Black,F
39,35000.000000000000,Black,F
41,100000.000000000000,Black,F
64,5000.0000000000000000,Black,F
103,201000.000000000000,Black,F
1,11496979.000000000000,Black,M
2,2885000.000000000000,Black,M
3,127200.000000000000,Black,M
4,1674499.875000000000,Black,M
5,35250.000000000000,Black,M
6,598409.090909090909,Black,M
7,25830.545454545455,Black,M
8,622923.076923076923,Black,M
9,93819.444444444444,Black,M
10,288103.625000000000,Black,M
11,629499.888888888889,Black,M
12,553847.000000000000,Black,M
13,61592.909090909091,Black,M
14,425815.789473684211,Black,M
15,192175.142857142857,Black,M
16,42941.666666666667,Black,M
17,41210.375000000000,Black,M
18,253833.583333333333,Black,M
19,64083.333333333333,Black,M
20,32187.500000000000,Black,M
21,1102904.200000000000,Black,M
22,178448.000000000000,Black,M
23,77875.000000000000,Black,M
24,110615.285714285714,Black,M
25,61399.500000000000,Black,M
26,1566994.285714285714,Black,M
27,1765687.000000000000,Black,M
28,109875.000000000000,Black,M
29,1039250.000000000000,Black,M
30,77627.000000000000,Black,M
31,456000.000000000000,Black,M
32,880416.500000000000,Black,M
33,380321.000000000000,Black,M
34,142500.000000000000,Black,M
35,472202.000000000000,Black,M
36,100428.571428571429,Black,M
37,95571.600000000000,Black,M
38,121682.500000000000,Black,M
40,58000.000000000000,Black,M
41,51000.000000000000,Black,M
42,7518550.000000000000,Black,M
43,116250.000000000000,Black,M
44,2699592.000000000000,Black,M
45,50000.000000000000,Black,M
46,42500.000000000000,Black,M
47,50000.000000000000,Black,M
48,54500.000000000000,Black,M
49,16250.0000000000000000,Black,M
52,33825.000000000000,Black,M
57,20000.000000000000,Black,M
58,53801.000000000000,Black,M
59,24750.000000000000,Black,M
60,30000.000000000000,Black,M
61,90000.000000000000,Black,M
62,68333.333333333333,Black,M
63,15000.0000000000000000,Black,M
64,152000.000000000000,Black,M
66,68500.000000000000,Black,M
69,15000.0000000000000000,Black,M
71,100000.000000000000,Black,M
73,20000.000000000000,Black,M
74,13562.5000000000000000,Black,M
76,20000.000000000000,Black,M
82,62250.000000000000,Black,M
86,39000.000000000000,Black,M
88,5009999.000000000000,Black,M
90,29000.000000000000,Black,M
91,101000.000000000000,Black,M
93,55000.000000000000,Black,M
95,700000.000000000000,Black,M
104,700000.000000000000,Black,M
132,191000.000000000000,Black,M
137,506300.000000000000,Black,M
1,99999.000000000000,Hispanic,F
2,652358.333333333333,Hispanic,F
3,63333.000000000000,Hispanic,F
4,6000.0000000000000000,Hispanic,F
5,78275.000000000000,Hispanic,F
6,69425.714285714286,Hispanic,F
7,180000.000000000000,Hispanic,F
8,13714.285714285714,Hispanic,F
9,26250.000000000000,Hispanic,F
10,69996.666666666667,Hispanic,F
11,52500.000000000000,Hispanic,F
12,66375.500000000000,Hispanic,F
