"id","has_settlement","allegation_count","complaint_category"
"18305","0","4","Operation/Personnel Violations"
"18376","1","13","Operation/Personnel Violations"
"18416","0","1","Traffic"
"19888","1","51","Illegal Search"
"19890","0","12","Operation/Personnel Violations"
"20175","0","4","Operation/Personnel Violations"
"20566","0","4","Lockup Procedures"
"20630","0","1","Operation/Personnel Violations"
"20735","0","6","Operation/Personnel Violations"
"20852","0","3","Illegal Search"
"21581","0","13","Use Of Force"
"21616","0","8","Domestic"
"21935","0","16","Operation/Personnel Violations"
"22016","0","3","Operation/Personnel Violations"
"22161","0","14","Operation/Personnel Violations"
"22486","0","23","Illegal Search"
"22504","0","9","Operation/Personnel Violations"
"22598","0","3","Lockup Procedures"
"22640","0","5","Use Of Force"
"22778","0","2","Conduct Unbecoming (Off-Duty)"
"22976","0","8","Operation/Personnel Violations"
"23082","0","11","Lockup Procedures"
"23102","0","4","Illegal Search"
"23139","1","8","Criminal Misconduct"
"23191","0","41","Operation/Personnel Violations"
"23568","1","10","Operation/Personnel Violations"
"24301","0","29","Operation/Personnel Violations"
"25144","0","42","Illegal Search"
"25720","0","7","Illegal Search"
"26629","0","1","Criminal Misconduct"
"27278","0","24","Illegal Search"
"28018","0","10","Use Of Force"
"28443","0","7","Operation/Personnel Violations"
"28480","0","22","Operation/Personnel Violations"
"28717","0","1","Operation/Personnel Violations"
"28746","0","1","Conduct Unbecoming (Off-Duty)"
"28942","0","1","Verbal Abuse"
"29056","0","4","Operation/Personnel Violations"
"29110","0","1","Conduct Unbecoming (Off-Duty)"
"29238","0","1","Operation/Personnel Violations"
"29363","0","2","False Arrest"
"29380","0","15","Illegal Search"
"29682","0","1","Use Of Force"
"30273","0","15","Operation/Personnel Violations"
"30682","0","21","Operation/Personnel Violations"
"30794","0","20","Operation/Personnel Violations"
"30967","0","7","Operation/Personnel Violations"
"30995","0","6","Operation/Personnel Violations"
"31655","0","3","Operation/Personnel Violations"
"32039","0","28","Use Of Force"
"32434","0","2","Verbal Abuse"
"701","0","1","Illegal Search"
"1177","0","9","Operation/Personnel Violations"
"1216","0","3","Operation/Personnel Violations"
"1298","0","39","Lockup Procedures"
"2127","0","3","Illegal Search"
"2292","0","5","Operation/Personnel Violations"
"2337","0","5","Use Of Force"
"2767","0","2","False Arrest"
"3213","0","1","Operation/Personnel Violations"
"3487","1","16","Illegal Search"
"3904","0","7","Use Of Force"
"4512","0","1","Conduct Unbecoming (Off-Duty)"
"4609","0","3","False Arrest"
"4796","0","1","Operation/Personnel Violations"
"5381","0","1","Use Of Force"
"5854","0","33","Illegal Search"
"6283","0","5","Illegal Search"
"6514","0","23","Operation/Personnel Violations"
"6577","0","8","Criminal Misconduct"
"6935","0","6","Use Of Force"
"7072","0","49","Operation/Personnel Violations"
"7182","0","21","Illegal Search"
"7488","0","7","False Arrest"
"7846","0","32","Illegal Search"
"7966","0","2","Operation/Personnel Violations"
"8502","0","4","Supervisory Responsibilities"
"8525","0","23","Operation/Personnel Violations"
"8813","1","10","Use Of Force"
"8923","0","13","Operation/Personnel Violations"
"8926","0","6","Illegal Search"
"9612","0","1","Operation/Personnel Violations"
"10142","0","23","Use Of Force"
"10154","0","13","Operation/Personnel Violations"
"10191","0","25","Operation/Personnel Violations"
"10606","0","2","Operation/Personnel Violations"
"10656","0","21","Operation/Personnel Violations"
"10916","0","1","Operation/Personnel Violations"
"11053","0","6","Use Of Force"
"11179","0","22","Use Of Force"
"12201","0","1","Operation/Personnel Violations"
"12246","0","7","Conduct Unbecoming (Off-Duty)"
"13482","0","4","Operation/Personnel Violations"
"13495","0","10","Illegal Search"
"14339","1","10","Operation/Personnel Violations"
"14717","1","5","Supervisory Responsibilities"
"14997","0","2","Supervisory Responsibilities"
"15064","0","1","Use Of Force"
"15505","0","17","Illegal Search"
"15538","0","8","Conduct Unbecoming (Off-Duty)"
"15557","0","4","Operation/Personnel Violations"
"15673","0","2","Operation/Personnel Violations"
"15927","0","3","Illegal Search"
"15961","0","1","Bribery / Official Corruption"
"16210","0","19","Operation/Personnel Violations"
"16309","0","4","Criminal Misconduct"
"16810","0","22","Lockup Procedures"
"16965","0","5","Operation/Personnel Violations"
"17287","0","13","Conduct Unbecoming (Off-Duty)"
"17317","0","21","Conduct Unbecoming (Off-Duty)"
"17409","0","2","Illegal Search"
"17669","0","5","Operation/Personnel Violations"
"19235","0","6","Operation/Personnel Violations"
"19743","0","6","Operation/Personnel Violations"
"20119","0","15","Use Of Force"
"20261","0","3","Operation/Personnel Violations"
"20268","0","10","Use Of Force"
"20519","0","2","Operation/Personnel Violations"
"21179","0","7","Operation/Personnel Violations"
"22057","0","1","Illegal Search"
"22146","0","9","Operation/Personnel Violations"
"22158","0","11","Operation/Personnel Violations"
"22190","0","6","Operation/Personnel Violations"
"22226","0","8","False Arrest"
"22364","0","16","Operation/Personnel Violations"
"23596","0","2","Operation/Personnel Violations"
"23762","0","10","Operation/Personnel Violations"
"24055","0","1","Use Of Force"
"24609","0","3","Operation/Personnel Violations"
"24904","1","23","False Arrest"
"25226","0","1","Criminal Misconduct"
"26403","0","16","Operation/Personnel Violations"
"27010","0","5","False Arrest"
"27023","0","12","Use Of Force"
"27065","0","4","Operation/Personnel Violations"
"27074","0","6","Operation/Personnel Violations"
"27663","0","23","Use Of Force"
"27683","0","4","Operation/Personnel Violations"
"27907","0","33","Operation/Personnel Violations"
"28002","0","11","Operation/Personnel Violations"
"28586","0","36","Traffic"
"28665","0","14","Operation/Personnel Violations"
"28753","1","10","Illegal Search"
"28807","0","11","Operation/Personnel Violations"
"28931","0","14","Operation/Personnel Violations"
"29465","0","6","Operation/Personnel Violations"
"29802","0","15","False Arrest"
"30239","0","10","Operation/Personnel Violations"
"30344","0","2","Criminal Misconduct"
"30447","1","36","Operation/Personnel Violations"
"31106","0","14","Use Of Force"
"31266","0","8","Operation/Personnel Violations"
"31297","0","6","Conduct Unbecoming (Off-Duty)"
"32012","0","10","Criminal Misconduct"
"32016","1","58","Illegal Search"
"32023","0","17","Use Of Force"
"32172","1","65","Illegal Search"
"32231","0","15","False Arrest"
"32301","0","4","Operation/Personnel Violations"
"32373","0","32","Operation/Personnel Violations"
"32375","0","31","Use Of Force"
"32391","0","8","Illegal Search"
"59","0","14","Operation/Personnel Violations"
"122","0","12","Operation/Personnel Violations"
"129","0","7","Operation/Personnel Violations"
"372","0","18","Illegal Search"
"542","1","15","Use Of Force"
"1413","0","8","Lockup Procedures"
"1907","0","20","Operation/Personnel Violations"
"2125","0","11","Operation/Personnel Violations"
"2799","0","2","Operation/Personnel Violations"
"3707","0","2","Lockup Procedures"
"3744","0","8","Criminal Misconduct"
"3979","0","6","Operation/Personnel Violations"
"4470","0","1","Criminal Misconduct"
"5134","0","2","Operation/Personnel Violations"
"5330","0","20","Operation/Personnel Violations"
"5398","0","2","Illegal Search"
"5703","0","4","Use Of Force"
"6063","0","11","Use Of Force"
"6307","0","3","Operation/Personnel Violations"
"6309","0","13","Operation/Personnel Violations"
"6560","0","28","Illegal Search"
"6791","0","2","Operation/Personnel Violations"
"6962","0","3","Use Of Force"
"6992","0","18","Operation/Personnel Violations"
"7943","0","18","Use Of Force"
"8538","0","3","Operation/Personnel Violations"
"8559","0","3","Illegal Search"
"8701","1","8","Operation/Personnel Violations"
"8877","0","10","Operation/Personnel Violations"
"9872","0","26","Use Of Force"
"9963","0","43","Use Of Force"
"10391","0","27","Operation/Personnel Violations"
"10489","0","1","Operation/Personnel Violations"
"11202","0","8","Domestic"
"11646","0","15","Use Of Force"
"11900","1","19","Use Of Force"
"12233","0","4","Lockup Procedures"
"12531","0","25","Operation/Personnel Violations"
"12677","0","30","Illegal Search"
"12794","0","15","Use Of Force"
"12883","0","7","Operation/Personnel Violations"
"13043","0","12","Illegal Search"
"13151","0","11","Operation/Personnel Violations"
"13222","0","2","Criminal Misconduct"
"13415","0","29","Use Of Force"
"13681","0","2","Criminal Misconduct"
"13740","0","26","Operation/Personnel Violations"
"13821","1","8","Lockup Procedures"
"13830","0","14","Operation/Personnel Violations"
"15413","0","3","Illegal Search"
"15529","0","18","Operation/Personnel Violations"
"16184","0","14","Operation/Personnel Violations"
"16558","0","4","Domestic"
"16668","0","3","Criminal Misconduct"
"16783","0","7","Operation/Personnel Violations"
"17117","0","20","Use Of Force"
"17494","1","14","Operation/Personnel Violations"
"17893","0","5","Traffic"
"18225","0","33","Illegal Search"
"18271","0","2","Operation/Personnel Violations"
"18817","0","6","Use Of Force"
"18949","0","3","Conduct Unbecoming (Off-Duty)"
"18985","0","67","Operation/Personnel Violations"
"19185","0","8","Use Of Force"
"19216","0","3","Operation/Personnel Violations"
"19376","1","6","Operation/Personnel Violations"
"19869","0","8","Illegal Search"
"20349","0","8","Use Of Force"
"20447","0","19","Illegal Search"
"20657","0","11","Operation/Personnel Violations"
"20759","0","2","Domestic"
"21198","0","8","Operation/Personnel Violations"
"21718","0","2","Operation/Personnel Violations"
"21804","0","1","Operation/Personnel Violations"
"22311","0","24","Operation/Personnel Violations"
"22349","0","1","Supervisory Responsibilities"
"22393","0","24","Illegal Search"
"22513","0","18","Operation/Personnel Violations"
"22884","0","4","Use Of Force"
"22930","0","9","Operation/Personnel Violations"
"23050","0","7","Illegal Search"
"23105","0","12","Operation/Personnel Violations"
"23210","0","8","Use Of Force"
"23328","0","6","Illegal Search"
"23376","1","21","Operation/Personnel Violations"
"23752","0","2","Conduct Unbecoming (Off-Duty)"
"23853","0","1","Operation/Personnel Violations"
"23986","0","13","Operation/Personnel Violations"
"24356","0","4","Verbal Abuse"
"24515","0","1","Lockup Procedures"
"24540","0","11","Operation/Personnel Violations"
"24819","0","2","Operation/Personnel Violations"
"24845","0","9","Illegal Search"
"25108","0","13","Operation/Personnel Violations"
"25157","0","4","Lockup Procedures"
"25186","0","24","Illegal Search"
"25404","0","36","Use Of Force"
"25943","0","4","Use Of Force"
"26038","0","12","Use Of Force"
"27261","0","30","Operation/Personnel Violations"
"27347","0","2","Lockup Procedures"
"27975","0","5","Use Of Force"
"28133","0","4","Operation/Personnel Violations"
"28307","0","7","Operation/Personnel Violations"
"28363","0","2","Operation/Personnel Violations"
"28433","0","1","Domestic"
"28690","0","7","Operation/Personnel Violations"
"28778","1","15","Illegal Search"
"29020","0","8","Operation/Personnel Violations"
"29151","0","1","Lockup Procedures"
"29479","0","4","Operation/Personnel Violations"
"29728","0","7","Lockup Procedures"
"30085","0","21","Illegal Search"
"30129","0","12","Use Of Force"
"31346","0","10","Operation/Personnel Violations"
"31668","0","12","Operation/Personnel Violations"
"31753","0","1","Use Of Force"
"31988","0","12","Operation/Personnel Violations"
"32078","0","36","Operation/Personnel Violations"
"32122","0","33","Illegal Search"
"32448","0","2","Use Of Force"
"335","0","1","Criminal Misconduct"
"759","0","38","Illegal Search"
"960","0","3","Operation/Personnel Violations"
"1093","0","1","Conduct Unbecoming (Off-Duty)"
"1333","0","4","Operation/Personnel Violations"
"1352","0","9","Illegal Search"
"1981","1","7","Operation/Personnel Violations"
"2132","0","13","Operation/Personnel Violations"
"2411","0","16","Operation/Personnel Violations"
"3064","0","10","Operation/Personnel Violations"
"3206","0","1","Use Of Force"
"3254","1","21","Use Of Force"
"3340","0","1","Supervisory Responsibilities"
"3621","0","1","Traffic"
"4367","0","3","Operation/Personnel Violations"
"5185","0","4","Operation/Personnel Violations"
"5291","0","9","Use Of Force"
"5470","0","2","Illegal Search"
"6030","0","20","Use Of Force"
"6064","0","1","Operation/Personnel Violations"
"6149","0","2","Operation/Personnel Violations"
"6493","0","21","Use Of Force"
"6616","0","5","Operation/Personnel Violations"
"7244","1","59","Use Of Force"
"7712","0","49","Use Of Force"
"7965","0","5","Operation/Personnel Violations"
"8122","0","9","Operation/Personnel Violations"
"8401","0","11","Operation/Personnel Violations"
"8516","0","5","Lockup Procedures"
"8670","0","4","Operation/Personnel Violations"
"9147","1","8","Operation/Personnel Violations"
"9736","0","7","Operation/Personnel Violations"
"10186","0","3","Criminal Misconduct"
"10260","0","9","Operation/Personnel Violations"
"10341","0","14","Operation/Personnel Violations"
"10602","0","10","Operation/Personnel Violations"
"10964","0","9","Verbal Abuse"
"11231","0","7","Illegal Search"
"11692","0","7","Conduct Unbecoming (Off-Duty)"
"11705","0","3","Conduct Unbecoming (Off-Duty)"
"12197","0","13","Operation/Personnel Violations"
"12217","0","1","Operation/Personnel Violations"
"12529","0","11","Operation/Personnel Violations"
"12585","0","2","Criminal Misconduct"
"13162","1","18","Use Of Force"
"13642","0","10","Operation/Personnel Violations"
"13939","0","11","Operation/Personnel Violations"
"14338","0","12","Operation/Personnel Violations"
"14357","1","18","Use Of Force"
"14478","0","8","Operation/Personnel Violations"
"14506","0","1","Illegal Search"
"14621","0","5","Operation/Personnel Violations"
"15248","0","8","Operation/Personnel Violations"
"15674","0","8","Operation/Personnel Violations"
"15715","0","1","Operation/Personnel Violations"
"15719","0","2","Operation/Personnel Violations"
"15732","0","4","Operation/Personnel Violations"
"16434","0","4","Lockup Procedures"
"16649","0","2","Use Of Force"
"16740","0","4","Operation/Personnel Violations"
"18935","0","16","Operation/Personnel Violations"
"19220","0","41","Illegal Search"
"19836","0","9","Operation/Personnel Violations"
"20331","0","23","Illegal Search"
"20469","0","12","Operation/Personnel Violations"
"20608","0","14","Use Of Force"
"21869","0","5","Lockup Procedures"
"22477","0","7","False Arrest"
"22749","0","18","Use Of Force"
"22958","0","5","Illegal Search"
"23157","0","2","Operation/Personnel Violations"
"23251","0","5","Illegal Search"
"23452","0","5","Operation/Personnel Violations"
"23803","0","1","Operation/Personnel Violations"
"23846","0","14","Operation/Personnel Violations"
"24311","0","41","Use Of Force"
"24691","0","7","Use Of Force"
"24813","0","5","Operation/Personnel Violations"
